# ==============================================================================
# List	of	protein-ligand	known
# 17679	protein-ligand	complexes	sorted
# Latest	update:	Dec
# PDB code,	-logKd/Ki,	Kd/Ki,	name
# ==============================================================================
5twj	5.25	Kd=5.58uM	(SAM)
5xup	5.25	Kd=5.6uM	(12-mer)
5yie	5.25	Ki=5.6uM	(8VF)
6ccm	5.25	IC50=5.6uM	(EXP)
6fc6	5.25	Kd=5.6uM	(11-mer)
1v0o	5.26	IC50=5.50uM	(INR)
1w4q	5.26	Ki=5.5uM	(UMF)
2brn	5.26	IC50=5.5uM	(DF1)
2oz6	5.26	Kd=5.5uM	(CMP)
2qft	5.26	Ki=5.5uM	(GPJ)
2vcb	5.26	Kd=5.5uM	(OAN)
3n9s	5.26	Kd=5.5uM	(TD4)
3sb0	5.26	IC50=5.5uM	(I93)
3twx	5.26	Kd=5.5uM	(16-mer)
4jaj	5.26	IC50=5.54uM	(XU1)
4l1u	5.26	Kd=5.45uM	(13-mer)
4omj	5.26	Kd=5.44uM	(2TX)
4qz5	5.26	IC50=5.452uM	(04C)
4r5x	5.26	Ki=5.5uM	(R5X)
4w9g	5.26	Kd=5.53uM	(3JV)
5a7i	5.26	IC50=5.5uM	(B6K)
5akz	5.26	IC50=5.49uM	(6NX)
5c7c	5.26	IC50=5.5uM	(4YC)
5gs9	5.26	Kd=5.5uM	(ARG)
5iq6	5.26	Kd=5.5uM	(6CJ)
5kxc	5.26	Kd=5.45uM	(6Y2)
5vlk	5.26	IC50=5.55uM	(11-mer)
6fdp	5.26	Kd=5.5uM	(9-mer)
1qca	5.27	Ki=5.4uM	(FUA)
2az5	5.27	Kd=5.36uM	(307)
2lsv	5.27	Kd=5.41uM	(9-mer)
2x7u	5.27	Ki=5340nM	(WZA)
3bmo	5.27	Ki=5.4uM	(AX4)
3chp	5.27	IC50=5400nM	(4BO)
3g2u	5.27	Kd=5.4uM	(13-mer)
3sz9	5.27	IC50=5.4uM	(I3E)
3tkw	5.27	Kd=5.4uM	(017)
3zrc	5.27	Kd=5.4uM	(L8B)
4jfs	5.27	Ki=5.4uM	(16Z)
4pl4	5.27	IC50=5.4uM	(31K)
4r6w	5.27	Kd=5.4uM	(SAH)
4r6x	5.27	Kd=5.4uM	(SAH)
4yzm	5.27	IC50=5.38uM	(4K4)
4zx6	5.27	Ki=5.4uM	(4U6)
5hwu	5.27	Kd=5.35uM	(DUP)
5ir1	5.27	Kd>5.4uM	(12-mer)
5irr	5.27	Kd=5.4uM	(GSP)
5ltn	5.27	Kd=5.38uM	(XI7)
5mxo	5.27	Kd=5.4uM	(3-mer)
5v5d	5.27	IC50=5.4uM	(8OY)
6cj1	5.27	IC50=5.42uM	(F2S)
1b46	5.28	Kd=5200nM	(3-mer)
1ckb	5.28	Kd=5.2uM	(10-mer)
1f5l	5.28	Ki=5.3uM	(AMR)
1kfy	5.28	Ki=5.2uM	(BRS)
1s5q	5.28	Kd=5.2uM	(16-mer)
2uw4	5.28	IC50=5.2uM	(L15)
2vip	5.28	IC50=5.2uM	(L1R)
2x2l	5.28	IC50=5.3uM	(X2L)
2yjq	5.28	Ki=5.2uM	(3-mer)
3bbf	5.28	Kd=5.2uM	(GDP)
3coj	5.28	Kd=5.2uM	(13-mer)
3hxc	5.28	IC50=5.2uM	(BD6)
3o5x	5.28	Ki=5.2uM	(JZG)
3t4h	5.28	IC50=5.2uM	(MD5)
3zmh	5.28	IC50=5.267uM	(L62)
4e70	5.28	Kd=5.26uM	(N7I)
4gxl	5.28	Kd=5.2uM	(14-mer)
4j46	5.28	Ki=5.24uM	(4-mer)
4n9b	5.28	Kd=5.2uM	(2HH)
5e0m	5.28	Kd=5.2uM	(13-mer)
5ect	5.28	Kd=5.2uM	(DUP)
5faq	5.28	Kd=5.3uM	(5VW)
5g5f	5.28	Kd=5.2uM	(GSH)
5ief	5.28	IC50=5.2uM	(NBV)
5urj	5.28	IC50=5.3uM	(8LS)
5urm	5.28	IC50=5.3uM	(8LV)
5vqq	5.28	IC50=5.3uM	(9JP)
5xpi	5.28	Kd=5.2uM	(8C3)
6ei4	5.28	IC50=5.25uM	(B5N)
6g0w	5.28	IC50=5.2uM	(EGW)
1c88	5.29	Ki=5.1uM	(OTA)
1wum	5.29	IC50=5.1uM	(NP2)
2wc4	5.29	Kd=5.1uM	(AMF)
2xzw	5.29	Kd=5.1uM	(AKG)
3che	5.29	IC50=5.1uM	(4-mer)
3pcu	5.29	Kd=5.08uM	(LX8)
4fll	5.29	IC50=5.14uM	(YZ6)
4mhs	5.29	Ki=5.14uM	(26Q)
4u0g	5.29	IC50=5.1uM	(7-mer)
4wy1	5.29	IC50=5.1uM	(3VO)
5hrv	5.29	Kd=5.1uM	(64C)
5hrx	5.29	Kd=5.1uM	(64F)
5y59	5.29	Kd=5.1uM	(12-mer)
5yls	5.29	Kd=5.13uM	(Y50)
1a69	5.30	Ki=5uM	(FMB)
1di9	5.30	IC50=5uM	(MSQ)
1g9a	5.30	IC50=5uM	(BAB)
1g9b	5.30	IC50=5uM	(BAB)
1g9c	5.30	IC50=5uM	(BAB)
1g9d	5.30	IC50=5uM	(BAB)
1h6h	5.30	Kd=5.0uM	(PIB)
1jg0	5.30	IC50=5.0uM	(DDT)
1o0f	5.30	Ki=5uM	(A3P)
1p4u	5.30	Kd=5uM	(13-mer)
1pdq	5.30	Kd=5uM	(18-mer)
1pr1	5.30	Ki=5uM	(FMB)
1srg	5.30	Kd=5uM	(MHB)
1v2h	5.30	IC50=5uM	(GUN)
1vyq	5.30	Ki=4.98uM	(DUX)
1w0x	5.30	IC50=5uM	(OLO)
1xbb	5.30	Ki=5.0uM	(STI)
1yxd	5.30	Ki=5uM	(LYS)
2fsa	5.30	Kd=5.0uM	(15-mer)
2gph	5.30	Kd=5uM	(16-mer)
2ke1	5.30	Kd=5uM	(10-mer)
2m3o	5.30	Kd~5uM	(11-mer)
2o1v	5.30	Kd=5uM	(ADP)
2oyk	5.30	Ki=5uM	(9MR)
2q7q	5.30	Kd=5uM	(C2B)
2vj1	5.30	IC50=5uM	(XP1)
2vk6	5.30	Ki=5uM	(DAN)
2ww0	5.30	Ki=5uM	(SWA)
2zxb	5.30	Ki=5.0uM	(ZXB)
3b9s	5.30	IC50=5uM	(RW1)
3btr	5.30	Kd=5uM	(15-mer)
3ckr	5.30	Ki=5.001uM	(009)
3cpc	5.30	IC50=5uM	(C52)
3ebb	5.30	Kd=5uM	(10-mer)
3elj	5.30	IC50=5uM	(GS7)
3eql	5.30	IC50=4.99uM	(MXP)
3gpo	5.30	Kd=5uM	(APR)
3hs8	5.30	Kd=5uM	(12-mer)
3jzf	5.30	IC50=5uM	(JZK)
3jzi	5.30	IC50=5uM	(JZL)
3p8h	5.30	Kd=5uM	(P8H)
3p9l	5.30	Kd=5uM	(8-mer)
3pgl	5.30	Ki=5uM	(RZX)
3ppo	5.30	Kd=5uM	(DCK)
3q2a	5.30	Ki~5uM	(PAB)
3r8u	5.30	IC50=5uM	(Z31)
3ri1	5.30	Kd=5uM	(3RH)
3upv	5.30	Kd=5uM	(7-mer)
4dhu	5.30	IC50=5uM	(0KH)
4dx9	5.30	Kd=5.0uM	(15-mer)
4e5i	5.30	Ki=5.01uM	(0N9)
4emt	5.30	Kd~5uM	(C2E)
4jvi	5.30	IC50=5uM	(QZN)
4mic	5.30	Ki=4.98uM	(26Y)
4nuf	5.30	IC50=5uM	(16-mer)
4o55	5.30	IC50=5.03uM	(LF9)
4ob0	5.30	Ki=5.0uM	(PBC)
4oem	5.30	Ki=5.0uM	(2-mer)
4wi1	5.30	IC50=5uM	(3O6)
4x1q	5.30	Kd=5.04uM	(10-mer)
4xsy	5.30	Ki~5uM	(42T)
4xue	5.30	IC50>5000nM	(43J)
4z0d	5.30	Kd=5uM	(13-mer)
4z0e	5.30	Kd=5uM	(13-mer)
5a85	5.30	IC50=5.01uM	(78J)
5ajp	5.30	Kd=5uM	(17-mer)
5bwb	5.30	Ki=5uM	(4VV)
5dah	5.30	Kd=5uM	(11-mer)
5eyr	5.30	Kd=5uM	(5T0)
5icz	5.30	Kd=5000nM	(12-mer)
5n16	5.30	Kd=5uM	(8FN)
5v3r	5.30	Ki=5uM	(18-mer)
5vnb	5.30	Kd=5.0uM	(10-mer)
5w19	5.30	Kd~5uM	(9TD)
5x9o	5.30	Kd=5uM	(80R)
5yji	5.30	IC50=5.0uM	(8WO)
6d2o	5.30	Ki=5uM	(4MZ)
1hk4	5.31	Kd=4.9uM	(T44)
1mfd	5.31	Kd=4.9uM	(3-mer)
3fcb	5.31	IC50=4.9uM	(IFB)
3m53	5.31	Kd=4.9uM	(11-mer)
3v2o	5.31	Kd=4.9uM	(19-mer)
4m3f	5.31	IC50=4.9uM	(2D1)
4mzk	5.31	IC50=4.9uM	(19-mer)
4or6	5.31	Kd=4.9uM	(GDP)
4u1b	5.31	Ki=4.9uM	(Q08)
4wvt	5.31	IC50=4.87uM	(6-mer)
4x6k	5.31	IC50=4.87uM	(3XR)
5d0j	5.31	Kd=4.93uM	(9-mer)
5eij	5.31	Ki=4860nM	(5OT)
5j47	5.31	IC50=4.9uM	(6JJ)
5km0	5.31	Kd=4.9uM	(IMP)
5n2z	5.31	Kd=4.9uM	(8JH)
6ezi	5.31	Kd=4.9uM	(10-mer)
1al8	5.32	Ki=4.8uM	(DHP)
1lvu	5.32	Kd=4.8uM	(9PP)
1mqj	5.32	IC50=4.76uM	(HWD)
1oim	5.32	Kd=4.8uM	(NOJ)
1y20	5.32	Ki=4.8uM	(1AC)
2f6z	5.32	IC50=4.8uM	(UN5)
2w9r	5.32	Kd=4.8uM	(11-mer)
3rpy	5.32	IC50=4.8uM	(27Z)
3sqq	5.32	IC50=4.8uM	(99Z)
3tv5	5.32	Kd=4.8uM	(RCP)
3uig	5.32	Kd=4.8uM	(15-mer)
3v3m	5.32	IC50=4.8uM	(0EN)
4h2j	5.32	IC50=4.8uM	(0YU)
4hbw	5.32	IC50=4.8uM	(14Z)
4ipi	5.32	Kd=4.8uM	(LMR)
4m7y	5.32	IC50=4.8uM	(2GH)
4qag	5.32	IC50=4.8uM	(F95)
4r07	5.32	Kd=4.8uM	(UCG)
4us3	5.32	Kd=4.8uM	(TRP)
4us4	5.32	Kd=4.8uM	(TRP)
4xjr	5.32	IC50=4.8uM	(OEL)
4yb6	5.32	Kd=4.8uM	(HIS)
5ayy	5.32	Kd=4.8uM	(NTM)
5g1z	5.32	Ki=4.74uM	(U53)
5ks7	5.32	Kd=4.8uM	(2BA)
5mlo	5.32	Kd=4.8uM	(15-mer)
5n17	5.32	Kd=4.8uM	(8FK)
5t4u	5.32	IC50=4800nM	(12Q)
6g0z	5.32	Kd=4.84uM	(GDP)
6h1u	5.32	Kd=4.8uM	(ASP)
2c80	5.33	Kd=4.7uM	(GTX)
2n14	5.33	Kd=4.7uM	(49H)
3arx	5.33	Kd=4.7uM	(POY)
3ftq	5.33	Kd=4.7uM	(GNP)
3gjq	5.33	Ki=4.7uM	(5-mer)
3hxe	5.33	IC50=4.7uM	(BD8)
3ml4	5.33	Kd=4.7uM	(13-mer)
3ozs	5.33	Ki=4645nM	(OZS)
3q1x	5.33	Ki=4.7uM	(SER)
3rzi	5.33	Kd=4.7uM	(TRP)
3wi6	5.33	IC50=4.7uM	(YRZ)
4b3u	5.33	IC50=4.7uM	(NWL)
4giu	5.33	Ki=4.7uM	(636)
4mcd	5.33	IC50=4.7uM	(22L)
4mep	5.33	IC50=4.7uM	(24Y)
4xy9	5.33	Kd=4651nM	(43U)
5cqx	5.33	Kd=4.7uM	(15-mer)
5n8e	5.33	Kd=4.7uM	(13-mer)
5nf9	5.33	Kd=4.7uM	(8VW)
5nhz	5.33	IC50=4.7uM	(8XZ)
5q12	5.33	IC50=4.64uM	(9MA)
5zh5	5.33	IC50=4.64uM	(9CX)
6fav	5.33	Kd=4.7uM	(8-mer)
1aqc	5.34	Kd=4.56uM	(10-mer)
1hee	5.34	Ki=4.6uM	(LHY)
1jwu	5.34	Kd=4.6uM	(13-mer)
1k06	5.34	Ki=4.6uM	(BZD)
1k08	5.34	Ki=4.6uM	(BZD)
1zgi	5.34	Ki=4.6uM	(382)
2qnb	5.34	Ki=4.6uM	(BZD)
3atv	5.34	Kd=4610nM	(ADP)
3efs	5.34	Kd=4.6uM	(ATP)
3hkq	5.34	Ki=4.55uM	(1SD)
3k4q	5.34	Ki=4.6uM	(IHS)
3kqt	5.34	Kd=4.6uM	(ES7)
3nee	5.34	Kd=4.6uM	(B72)
3nrz	5.34	Kd=4.6uM	(HPA)
3qiy	5.34	Ki=4.6uM	(QI1)
3v3v	5.34	IC50=4.6uM	(MYU)
3vb5	5.34	IC50=4.6uM	(5-mer)
3vv7	5.34	IC50=4.6uM	(0B1)
3zyr	5.34	Kd=4.6uM	(8-mer)
4j06	5.34	IC50=4.6uM	(1JG)
4mg5	5.34	Kd=4.53uM	(27E)
4o78	5.34	IC50=4.6uM	(SAV)
4wrq	5.34	Kd=4.6uM	(18-mer)
5l4m	5.34	Kd=4.6uM	(SBK)
5o9y	5.34	Kd=4.60uM	(9PN)
5u14	5.34	Kd=4.6uM	(7PV)
5wp5	5.34	Kd=4.6uM	(SAH)
6ap7	5.34	Kd=4.6uM	(BNY)
6cd4	5.34	IC50=4.59uM	(EX1)
1ql9	5.35	Ki=4.45uM	(ZEN)
1wb0	5.35	IC50=4.5uM	(5-mer)
2fxv	5.35	Kd=4.5uM	(5GP)
2gkl	5.35	Ki=4.5uM	(PD2)
2gqn	5.35	IC50=4.5uM	(BLP)
2h13	5.35	Kd=4.5uM	(10-mer)
2ltz	5.35	Kd=4.5uM	(15-mer)
2xyu	5.35	IC50=4.5uM	(Q9G)
3bc4	5.35	Ki=4.5uM	(LLG)
3e9b	5.35	Ki=4.5uM	(S2C)
3g8e	5.35	Kd=4.5uM	(IS1)
3hkn	5.35	Ki=4.51uM	(MFS)
3r8i	5.35	Kd=4.5uM	(XCX)
3v2x	5.35	Kd=4.5uM	(11-mer)
4b9h	5.35	Kd=4.5uM	(4-mer)
4blb	5.35	Kd=4.47uM	(17-mer)
4ef4	5.35	Kd=4.42uM	(C2E)
4ep2	5.35	Kd=4.43uM	(8-mer)
4ie2	5.35	IC50=4.5uM	(1EC)
4k6w	5.35	IC50=4.5uM	(1P0-18D)
4k76	5.35	Ki=4.5uM	(10-mer)
4lkd	5.35	Kd=4.5uM	(4-mer)
4rcp	5.35	IC50=4.42uM	(5-mer)
4wgi	5.35	IC50=4.5uM	(3M6)
4yef	5.35	Kd=4.44uM	(4CQ)
4yx9	5.35	Ki=4.5uM	(4HY)
5jnn	5.35	IC50=4504nM	(6LM)
5l26	5.35	Kd=4.5uM	(URI)
5llm	5.35	IC50=4.5uM	(6Z6)
5u11	5.35	Kd=4.5uM	(7PS)
6an1	5.35	Kd=4.5uM	(BKY)
6ep4	5.35	Ki=4.5uM	(DME)
1adl	5.36	Kd=4.4uM	(ACD)
1oy7	5.36	Ki=4.4uM	(9-mer)
1w6y	5.36	Kd=4.4uM	(EQU)
1yvz	5.36	IC50=4.4uM	(JPC)
2nng	5.36	Kd=4.4uM	(ZYX)
2qaf	5.36	IC50=4.4uM	(U5P)
2qlj	5.36	Ki=4.4uM	(5-mer)
2qn3	5.36	Ki=4.4uM	(F55)
3bv9	5.36	Ki=4.4uM	(6-mer)
3ldq	5.36	Ki=4.32uM	(3P1)
3mf5	5.36	Kd=4.32uM	(HJZ)
3ncq	5.36	Kd=4.4uM	(ATP)
3u3z	5.36	Kd=4.4uM	(4-mer)
4c1d	5.36	IC50=4.4uM	(X8Z)
4el9	5.36	IC50=4.37uM	(AFE)
4hby	5.36	IC50=4.4uM	(13F)
4kod	5.36	Kd=4.37uM	(ADP)
4pyq	5.36	IC50=4.4uM	(2X1)
4qwi	5.36	IC50=4.401uM	(3BV)
5drt	5.36	IC50=4.4uM	(5EG)
5eou	5.36	Kd=4.37uM	(ATP)
5obr	5.36	Ki=4.4uM	(9QT)
5q0l	5.36	IC50=4.36uM	(9KY)
5t4e	5.36	IC50=4376nM	(75L)
6afe	5.36	Kd=4.4uM	(72T)
6cer	5.36	Kd=4.39uM	(TDP)
6chq	5.36	IC50=4.4uM	(F0V)
6gu3	5.36	Kd=4400nM	(FB8)
1gpk	5.37	Ki=4.3uM	(HUP)
1sgu	5.37	Ki=4235nM	(MK1)
2glm	5.37	Ki=4.3uM	(SCB)
2h2d	5.37	Kd=4.3uM	(18-mer)
2hj4	5.37	Kd=4.29uM	(PNZ)
2oc1	5.37	Ki=4.3uM	(HU2)
3chf	5.37	IC50=4.3uM	(5-mer)
3lqj	5.37	Kd=4.3uM	(9-mer)
3qt6	5.37	Ki=4.3uM	(2P0)
3wmb	5.37	Ki=4.28uM	(NF1)
4dpy	5.37	Ki=4.3uM	(2P0)
4du8	5.37	Ki=4.3uM	(2P0)
4el5	5.37	Ki=4.3uM	(D1M)
4g0k	5.37	Kd=4.3uM	(0VS)
4lke	5.37	Kd=4.3uM	(4-mer)
4lkf	5.37	Kd=4.3uM	(4-mer)
4oow	5.37	IC50=4.3uM	(CAQ)
4xc2	5.37	Kd=4.3uM	(11-mer)
5cdh	5.37	Ki=4.3uM	(TLA)
5dpw	5.37	Kd=4.22uM	(14-mer)
5etn	5.37	Kd=4.3uM	(5RX)
5jdi	5.37	IC50=4.3uM	(6JO)
5uci	5.37	Kd=4.27uM	(874)
6ap6	5.37	Kd=4.3uM	(TLF)
6cb5	5.37	Ki=4.3uM	(EV7)
6eyb	5.37	Kd=4.22uM	(C3Z)
6g15	5.37	Kd=4.31uM	(C1Z)
1g3e	5.38	Ki=4.2uM	(109)
1hs6	5.38	IC50=4.2uM	(BES)
1ke0	5.38	Ki=4.2uM	(CVB)
1thr	5.38	IC50=4.2uM	(13-mer)
2h2j	5.38	Kd=4.2uM	(SFG)
2lty	5.38	Kd=4.2uM	(15-mer)
2m0o	5.38	Kd=4.2uM	(11-mer)
2ohu	5.38	IC50=4.2uM	(IP7)
2qhd	5.38	Kd=4.2uM	(DAO)
2vd7	5.38	IC50=4.2uM	(PD2)
2xke	5.38	IC50=4.2uM	(WI2)
3e85	5.38	Kd=4.2uM	(BSU)
3sw9	5.38	Kd=4.2uM	(12-mer)
3tif	5.38	Kd=4.2uM	(ADP)
3tww	5.38	Kd=4.2uM	(16-mer)
3ud8	5.38	Kd=4.13uM	(GNX-IDY)
3zyb	5.38	Kd=4.2uM	(4-mer)
4ebv	5.38	IC50=4.2uM	(0O7)
4f7v	5.38	Kd=4.16uM	(J1D)
4hlw	5.38	IC50=4.2uM	(17W)
4kz0	5.38	IC50=4.2uM	(1UJ)
4qvw	5.38	IC50=4.138uM	(BO2)
4umq	5.38	IC50=4.2uM	(B5S)
5mek	5.38	Kd=4.2uM	(A3P)
6baw	5.38	Kd=4.2uM	(D57)
6g8m	5.38	IC50=4.18uM	(EQE)
1hy7	5.39	IC50=4.09uM	(MBS)
1kyn	5.39	IC50=4.1uM	(KTP)
1qbv	5.39	Ki=4100nM	(PPX)
1uyi	5.39	IC50=4.1uM	(PUZ)
2h6b	5.39	Kd=4.1uM	(3C4)
2ltx	5.39	Kd=4.1uM	(15-mer)
2v22	5.39	IC50=4.1uM	(C35)
2wic	5.39	Kd=4.1uM	(GNP)
2xpa	5.39	IC50=4.1uM	(4G5)
3e37	5.39	IC50=4.05uM	(ED5)
3fc8	5.39	IC50=4.1uM	(IFA)
3fzc	5.39	Ki=4.1uM	(MXF)
3hkt	5.39	Ki=4.1uM	(2SD)
3hxb	5.39	IC50=4.1uM	(BD5)
3m1k	5.39	Ki=4.1uM	(BEW)
3so6	5.39	Kd=4.1uM	(14-mer)
3tgs	5.39	Kd=4.1uM	(03G)
3vjt	5.39	IC50=4.1uM	(10R)
4btm	5.39	Kd=4.1uM	(F8E)
4cl6	5.39	Kd=4.05uM	(7SB)
4ej8	5.39	Kd=4.1uM	(1F1)
4hxr	5.39	IC50=4.1uM	(1A4)
4hxs	5.39	IC50=4.1uM	(1A3)
4z88	5.39	Kd=4.1uM	(17-mer)
5chk	5.39	Kd=4.12uM	(55R)
5e1d	5.39	Kd=4.1uM	(6-mer)
5exx	5.39	Kd=4.1uM	(C2E)
5i83	5.39	IC50=4.1uM	(68Y)
5kbi	5.39	Kd=4.12uM	(CAQ)
5o9r	5.39	Kd=4.09uM	(9PK)
6f08	5.39	Kd=4.06uM	(13-mer)
6ma2	5.39	Kd=4.1uM	(J9S)
1bp0	5.40	Kd=4.0uM	(UMP)
1bq3	5.40	Ki=4uM	(IHP)
1f8b	5.40	Ki=4.0uM	(DAN)
1m7i	5.40	Kd=4.0uM	(5-mer)
1mmr	5.40	Ki=4.0uM	(SRS)
1mxu	5.40	IC50=4.0uM	(BWD)
1my3	5.40	IC50=4.0uM	(BWD)
1nym	5.40	Ki=4.0uM	(CXB)
1ow6	5.40	Kd=4uM	(13-mer)
1ow7	5.40	Kd=4uM	(13-mer)
1ow8	5.40	Kd=4uM	(13-mer)
1pz5	5.40	Kd=4uM	(8-mer)
1r9l	5.40	Kd=4uM	(BET)
1t1r	5.40	IC50=4uM	(IMB)
1trd	5.40	Ki=4uM	(PGH)
1tv6	5.40	IC50=4uM	(CP9)
1uu9	5.40	IC50=4uM	(BI3)
1uvs	5.40	Ki=4uM	(I11)
1yi3	5.40	IC50=4.0uM	(LY2)
2c1p	5.40	Kd=4uM	(FNZ)
2f35	5.40	Kd=3.94uM	(UBC)
2g24	5.40	IC50=4uM	(7IG)
2i80	5.40	Ki=4uM	(G1L)
2jdm	5.40	Kd=3.96uM	(MFU)
2qg2	5.40	Ki=4.0uM	(A91)
2wzz	5.40	IC50=4.0uM	(ZX1)
3arr	5.40	Kd=4.0uM	(PNX)
3b4p	5.40	Kd=4.0uM	(3B4)
3gwx	5.40	IC50=4.0uM	(EPA)
3ken	5.40	IC50=4uM	(ZZD)
3l6h	5.40	Kd=4uM	(BET)
3m57	5.40	Kd=4.0uM	(11-mer)
3pch	5.40	Ki=4uM	(CHB)
3pma	5.40	Kd=4uM	(SCR)
3qcl	5.40	IC50=4.0uM	(NXV)
3rk5	5.40	IC50=4.0uM	(07Z)
4aph	5.40	Ki=4.0uM	(8-mer)
4c5d	5.40	Kd=4.0uM	(X0R)
4ij1	5.40	Ki=4uM	(17C)
4jlh	5.40	IC50=4.0uM	(0L9)
4m3p	5.40	Kd=4uM	(HCS)
4nwd	5.40	Ki=3.96uM	(2QD)
4ozj	5.40	Kd=4uM	(ADP)
4ozn	5.40	Kd=4uM	(ATP)
4pin	5.40	Kd=4uM	(AVI)
4rqz	5.40	Kd=4.0uM	(10-mer)
5anq	5.40	IC50=3.98uM	(5YQ)
5ep7	5.40	Kd=4uM	(5QR)
5eqp	5.40	Kd=4uM	(5R9)
5fjw	5.40	Kd=4uM	(9-mer)
5fns	5.40	Kd=4uM	(XYY)
5jiq	5.40	IC50=4uM	(27M)
5jsj	5.40	Kd=4uM	(6PD)
5l9o	5.40	Kd=4uM	(GOP)
5lax	5.40	IC50=4uM	(15-mer)
5lsg	5.40	Kd=4uM	(QZQ)
5m2v	5.40	Ki=4.0uM	(7E5)
5mqe	5.40	Kd=4uM	(PKU)
5o1i	5.40	Kd=4uM	(9GH)
5tef	5.40	Kd=4.0uM	(GTG)
5yid	5.40	Ki=4.0uM	(K95)
6bj2	5.40	Kd=4uM	(9-mer)
1dzm	5.41	IC50=3.9uM	(BZM)
1u2r	5.41	Kd=3.9uM	(GDP)
1xxe	5.41	Ki=3.9uM	(TUX)
1y3a	5.41	Kd=3.9uM	(16-mer)
2aia	5.41	IC50=3.9uM	(SB8)
2j47	5.41	Ki=3.9uM	(GDV)
2mps	5.41	Kd=3.9uM	(16-mer)
3arn	5.41	IC50=3.9uM	(MSJ)
3gqo	5.41	Kd=3.9uM	(APR)
3kai	5.41	IC50=3.9uM	(4FI)
3tjh	5.41	Kd=3.9uM	(9-mer)
4dro	5.41	IC50=3.9uM	(0MD)
4drp	5.41	IC50=3.9uM	(0MD)
4fgt	5.41	Kd=3.92uM	(4-mer)
4kmd	5.41	Kd=3.86uM	(17-mer)
4lwt	5.41	IC50=3.9uM	(20Q)
4m3d	5.41	IC50=3.9uM	(2H2)
4tun	5.41	Kd=3.87uM	(MVH)
4u6z	5.41	Ki=3.9uM	(Q07)
4uma	5.41	Ki=3.9uM	(GZ3)
5a4l	5.41	IC50=3.9uM	(ZC3)
5cbs	5.41	Kd=3.90uM	(E42)
5etm	5.41	Kd=3.9uM	(5RW)
5ey9	5.41	Kd=3.87uM	(5SV)
5lt6	5.41	IC50=3.9uM	(76J)
5m7t	5.41	Ki=3.9uM	(GDV)
5mym	5.41	IC50=3.9uM	(HYV)
5u13	5.41	Kd=3.9uM	(YH5)
5u5t	5.41	IC50=3.9uM	(7W7)
5xs8	5.41	Kd=3.86uM	(2-mer)
5yv5	5.41	Kd=3.9uM	(18-mer)
6aff	5.41	Kd=3.9uM	(72U)
6mil	5.41	Kd=3.9uM	(19-mer)
1abf	5.42	Kd=3.8uM	(FCA/FCB)
1gja	5.42	Ki=3.8uM	(135)
1h9z	5.42	Kd=3.8uM	(RWF)
1nu8	5.42	Kd=3.8uM	(3-mer)
1p28	5.42	Kd=3.8uM	(HBS/HBR)
1r5n	5.42	Kd=3.8uM	(GDP)
1xot	5.42	IC50=3.8uM	(VDN)
2a3w	5.42	IC50=3.8uM	(CPJ)
2qnz	5.42	IC50=3.8uM	(DFD)
2vpo	5.42	Kd=3.8uM	(6CS)
2wa8	5.42	Kd=3.8uM	(10-mer)
3l4t	5.42	Ki=3.8uM	(BJ1)
3ob1	5.42	Kd=3.83uM	(12-mer)
3qci	5.42	IC50=3.8uM	(NX3)
3rl4	5.42	IC50=3800nM	(5GP)
4fev	5.42	Ki=3.8uM	(PP1)
4nxv	5.42	Kd=3.8uM	(GDP)
4uxj	5.42	IC50=3.8uM	(TTP)
5ab1	5.42	IC50=3.8uM	(4-mer)
6cjh	5.42	IC50=3.8uM	(ET8)
1fq7	5.43	Ki=3.74uM	(2Y3)
1fw0	5.43	Ki=3690nM	(KAI)
1y98	5.43	Kd=3.7uM	(12-mer)
2qln	5.43	Ki=3.7uM	(F59)
2qu2	5.43	IC50=3.7uM	(251)
3ivv	5.43	Kd=3.7uM	(10-mer)
3k0k	5.43	Ki=3.7uM	(4-mer)
3k5f	5.43	IC50=3.7uM	(AYH)
3ng4	5.43	Kd=3.7uM	(2-mer)
3qlc	5.43	Kd=3.7uM	(15-mer)
3s7f	5.43	Kd=3.7uM	(13-mer)
4b60	5.43	Kd=3.7uM	(17-mer)
4f5y	5.43	Kd=3.70uM	(C2E)
4ofb	5.43	Kd=3.7uM	(14-mer)
4p2t	5.43	IC50=3.7uM	(24Q)
4pnc	5.43	IC50=3.7uM	(7NP)
4pox	5.43	Kd=3.7uM	(2W2)
4tmp	5.43	Kd=3.7uM	(11-mer)
4xta	5.43	IC50=3.7uM	(DIF)
5agr	5.43	Kd=3.7uM	(A52)
5e1o	5.43	Kd=3.7uM	(6-mer)
5ksx	5.43	IC50=3.7uM	(7AM)
6a6w	5.43	Kd=3.7uM	(17-mer)
6afd	5.43	Kd=3.7uM	(72S)
1a4q	5.44	IC50=3.6uM	(DPC)
1dzp	5.44	IC50=3.6uM	(BZQ)
1h0a	5.44	Kd=3.6uM	(I3P)
1ijr	5.44	IC50=3.6uM	(CC0)
1syi	5.44	Ki=3590nM	(CPW)
2q6f	5.44	Ki=3.6uM	(6-mer)
2wr8	5.44	Ki=3.6uM	(SAH)
3ggc	5.44	Ki=3.6uM	(H26)
3gs7	5.44	IC50=3.6uM	(8BD)
3lp7	5.44	Kd=3.6uM	(HAR)
3p2h	5.44	Kd=3.6uM	(NOO)
